"","cluster","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence","loudness","tempo","mode","explicit","duration_m"
"1",1,0.635204184362481,0.680988561889272,0.248996713506374,0.19516999793934,0.0224639471040243,0.259622126491817,0.496734969110084,-7.10154179367666,113.614851499881,0.581566247629514,0.881557470787575,56.6865117647059
"2",2,0.456022353076562,0.60539060478765,0.0688969330365354,0.31861688862738,0.344788656163711,0.197585093070523,0.359029233873306,-9.21421758877475,120.999997353692,0.666187117088903,0.0276305066267892,49.4814876703841
