"","cluster","danceability","energy","speechiness","acousticness","instrumentalness","liveness","valence","loudness","tempo","mode","explicit","duration_m"
"1",1,0.416971241168436,0.395832881938439,0.0654553958435889,0.591483548140663,0.441466552319454,0.171979268880187,0.240615363528419,-13.2685432814981,111.93103959171,0.629740334621001,0.019269365118211,54.1418938818565
"2",2,0.634220384425394,0.678629329426233,0.247716436689765,0.199608500613137,0.0240635067139646,0.259776263012736,0.497676302862836,-7.13928951308528,113.286446341026,0.581723529793717,0.886669141124158,56.9332764705882
"3",3,0.47243544275342,0.692944678518339,0.0705569901418379,0.204367545509178,0.304304767621387,0.208204142909078,0.408096025503056,-7.52171678780086,124.829541767364,0.681313160359331,0.0301922612990724,47.4995819298246
